ReturnId,AY,ParentCompany,CompanyName,CompanyLocation,EventName,AuthorityName,Ground,Income,Assessed Income,Difference,ContingentLiability,WinProbability
1735,2016-2017,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Addition to capital gains,200,225,25,Probable,moderate chances of winning 
1736,2017-2018,Sam group,Consulting,Delhi,Return Filed,self,No Ground,220,NA,0,NA,low chances of winning
1737,2017-2018,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,220,228,8,Possible,moderate chances of winning 
1738,2017-2018,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,220,228,8,Possible,high chances of winning
1739,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,220,228,8,Possible,moderate chances of winning 
1740,2017-2018,Sam group,Consulting,Delhi,Appeal filed,ITAT,Bond Issue Expenses,220,228,8,Possible,low chances of winning
1741,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Bond Issue Expenses,220,228,8,Possible,high chances of winning
1742,2017-2018,Sam group,Consulting,Delhi,Appeal filed,High Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
1743,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,High Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
1744,2017-2018,Sam group,Consulting,Delhi,Appeal filed,Supreme Court,Bond Issue Expenses,220,228,8,Possible,low chances of winning
1745,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,Supreme Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
1746,2013-2014,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,117,NA,0,NA,high chances of winning
1747,2014-2015,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,152,NA,0,NA,moderate chances of winning 
1748,2015-2016,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,231,NA,0,NA,low chances of winning
1749,2016-2017,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,200,NA,0,NA,high chances of winning
1750,2017-2018,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,205,NA,0,NA,low chances of winning
1751,2013-2014,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,80,NA,0,NA,high chances of winning
1752,2014-2015,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,140,NA,0,NA,moderate chances of winning 
1753,2015-2016,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,140,NA,0,NA,low chances of winning
1754,2016-2017,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,149,NA,0,NA,moderate chances of winning 
1755,2017-2018,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,201,NA,0,NA,low chances of winning
1756,2017-2018,Sam group,Strategy And Operations,Delhi,Assessment order Received,Assessing officer,Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
1757,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,CIT(A),Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
1758,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,CIT(A),Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
1759,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,ITAT,Interest on income tax refund,201,220,19,Possible,low chances of winning
1760,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,ITAT,Interest on income tax refund,201,220,19,Possible,high chances of winning
1761,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,High Court,Interest on income tax refund,201,220,19,Possible,low chances of winning
1762,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,High Court,Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
1763,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,Supreme Court,Interest on income tax refund,201,220,19,Possible,high chances of winning
1764,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,Supreme Court,Interest on income tax refund,201,220,19,Possible,high chances of winning
1765,2013-2014,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,100,NA,0,NA,moderate chances of winning 
1766,2014-2015,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,120,NA,0,NA,moderate chances of winning 
1767,2014-2015,Sam group,Tax Services,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,120,140,20,Probable,low chances of winning
1768,2014-2015,Sam group,Tax Services,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,120,140,20,Probable,high chances of winning
1769,2014-2015,Sam group,Tax Services,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,120,140,20,Probable,low chances of winning
1770,2015-2016,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,140,NA,0,NA,moderate chances of winning 
1771,2016-2017,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,80,NA,0,NA,high chances of winning
1772,2017-2018,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,130,NA,0,NA,high chances of winning
1773,2017-2018,Sam group,Tax Services,Delhi,Assessment order Received,Assessing officer,Addition to capital gains,130,147,17,Possible,high chances of winning
1774,2017-2018,Sam group,Tax Services,Delhi,Appeal filed,CIT(A),Addition to capital gains,130,147,17,Possible,moderate chances of winning 
1775,2017-2018,Sam group,Tax Services,Delhi,Appeal Order Received,CIT(A),Addition to capital gains,130,147,17,Possible,high chances of winning
1776,2017-2018,Sam group,Tax Services,Delhi,Appeal filed,ITAT,Addition to capital gains,130,147,17,Possible,high chances of winning
1777,2017-2018,Sam group,Tax Services,Delhi,Appeal Order Received,ITAT,Addition to capital gains,130,147,17,Possible,low chances of winning
1778,2017-2018,Sam group,Tax Services,Delhi,Appeal filed,High Court,Addition to capital gains,130,147,17,Possible,low chances of winning
1779,2017-2018,Sam group,Tax Services,Delhi,Appeal Order Received,High Court,Addition to capital gains,130,147,17,Possible,low chances of winning
1780,2013-2014,Sam group,Consulting,Delhi,Return Filed,self,No Ground,120,NA,0,NA,low chances of winning
1781,2013-2014,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Preliminary Expenses,120,135,15,Possible,high chances of winning
1782,2013-2014,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Preliminary Expenses,120,135,15,Possible,low chances of winning
1783,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Preliminary Expenses,120,135,15,Possible,moderate chances of winning 
1784,2013-2014,Sam group,Consulting,Delhi,Appeal filed,ITAT,Preliminary Expenses,120,135,15,Possible,high chances of winning
1785,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Preliminary Expenses,120,135,15,Possible,high chances of winning
1786,2013-2014,Sam group,Consulting,Delhi,Appeal filed,High Court,Preliminary Expenses,120,135,15,Possible,low chances of winning
1787,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,High Court,Preliminary Expenses,120,135,15,Possible,low chances of winning
1788,2014-2015,Sam group,Consulting,Delhi,Return Filed,self,No Ground,200,NA,0,NA,high chances of winning
1789,2014-2015,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,200,240,40,Remote,high chances of winning
1790,2014-2015,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,200,240,40,Remote,moderate chances of winning 
1791,2014-2015,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,200,240,40,Remote,high chances of winning
1792,2015-2016,Sam group,Consulting,Delhi,Return Filed,self,No Ground,240,NA,0,NA,low chances of winning
1793,2016-2017,Sam group,Consulting,Delhi,Return Filed,self,No Ground,200,NA,0,NA,low chances of winning
1794,2016-2017,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Addition to capital gains,200,225,25,Probable,high chances of winning
1795,2016-2017,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Addition to capital gains,200,225,25,Probable,low chances of winning
1796,2016-2017,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Addition to capital gains,200,225,25,Probable,low chances of winning
1797,2016-2017,Sam group,Consulting,Delhi,Appeal filed,ITAT,Addition to capital gains,200,225,25,Probable,high chances of winning
1798,2016-2017,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Addition to capital gains,200,225,25,Probable,moderate chances of winning 
1799,2017-2018,Sam group,Consulting,Delhi,Return Filed,self,No Ground,220,NA,0,NA,low chances of winning
1800,2017-2018,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,220,228,8,Possible,moderate chances of winning 
1801,2017-2018,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,220,228,8,Possible,high chances of winning
1802,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,220,228,8,Possible,moderate chances of winning 
1803,2017-2018,Sam group,Consulting,Delhi,Appeal filed,ITAT,Bond Issue Expenses,220,228,8,Possible,low chances of winning
1804,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Bond Issue Expenses,220,228,8,Possible,high chances of winning
1805,2017-2018,Sam group,Consulting,Delhi,Appeal filed,High Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
1806,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,High Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
1807,2017-2018,Sam group,Consulting,Delhi,Appeal filed,Supreme Court,Bond Issue Expenses,220,228,8,Possible,low chances of winning
1808,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,Supreme Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
1809,2013-2014,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,117,NA,0,NA,high chances of winning
1810,2014-2015,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,152,NA,0,NA,moderate chances of winning 
1811,2015-2016,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,231,NA,0,NA,low chances of winning
1812,2016-2017,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,200,NA,0,NA,high chances of winning
1813,2017-2018,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,205,NA,0,NA,low chances of winning
1814,2013-2014,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,80,NA,0,NA,high chances of winning
1815,2014-2015,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,140,NA,0,NA,moderate chances of winning 
1816,2015-2016,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,140,NA,0,NA,low chances of winning
1817,2016-2017,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,149,NA,0,NA,moderate chances of winning 
1818,2017-2018,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,201,NA,0,NA,low chances of winning
1819,2017-2018,Sam group,Strategy And Operations,Delhi,Assessment order Received,Assessing officer,Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
1820,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,CIT(A),Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
1821,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,CIT(A),Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
1822,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,ITAT,Interest on income tax refund,201,220,19,Possible,low chances of winning
1823,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,ITAT,Interest on income tax refund,201,220,19,Possible,high chances of winning
1824,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,High Court,Interest on income tax refund,201,220,19,Possible,low chances of winning
1825,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,High Court,Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
1826,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,Supreme Court,Interest on income tax refund,201,220,19,Possible,high chances of winning
1827,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,Supreme Court,Interest on income tax refund,201,220,19,Possible,high chances of winning
1828,2013-2014,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,100,NA,0,NA,moderate chances of winning 
1829,2014-2015,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,120,NA,0,NA,moderate chances of winning 
1830,2014-2015,Sam group,Tax Services,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,120,140,20,Probable,low chances of winning
1831,2014-2015,Sam group,Tax Services,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,120,140,20,Probable,high chances of winning
1832,2014-2015,Sam group,Tax Services,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,120,140,20,Probable,low chances of winning
1833,2015-2016,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,140,NA,0,NA,moderate chances of winning 
1834,2016-2017,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,80,NA,0,NA,high chances of winning
1835,2017-2018,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,130,NA,0,NA,high chances of winning
1836,2017-2018,Sam group,Tax Services,Delhi,Assessment order Received,Assessing officer,Addition to capital gains,130,147,17,Possible,high chances of winning
1837,2017-2018,Sam group,Tax Services,Delhi,Appeal filed,CIT(A),Addition to capital gains,130,147,17,Possible,moderate chances of winning 
1838,2017-2018,Sam group,Tax Services,Delhi,Appeal Order Received,CIT(A),Addition to capital gains,130,147,17,Possible,high chances of winning
1839,2017-2018,Sam group,Tax Services,Delhi,Appeal filed,ITAT,Addition to capital gains,130,147,17,Possible,high chances of winning
1840,2017-2018,Sam group,Tax Services,Delhi,Appeal Order Received,ITAT,Addition to capital gains,130,147,17,Possible,low chances of winning
1841,2017-2018,Sam group,Tax Services,Delhi,Appeal filed,High Court,Addition to capital gains,130,147,17,Possible,low chances of winning
1842,2017-2018,Sam group,Tax Services,Delhi,Appeal Order Received,High Court,Addition to capital gains,130,147,17,Possible,low chances of winning
1843,2013-2014,Sam group,Consulting,Delhi,Return Filed,self,No Ground,120,NA,0,NA,low chances of winning
1844,2013-2014,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Preliminary Expenses,120,135,15,Possible,high chances of winning
1845,2013-2014,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Preliminary Expenses,120,135,15,Possible,low chances of winning
1846,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Preliminary Expenses,120,135,15,Possible,moderate chances of winning 
1847,2013-2014,Sam group,Consulting,Delhi,Appeal filed,ITAT,Preliminary Expenses,120,135,15,Possible,high chances of winning
1848,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Preliminary Expenses,120,135,15,Possible,high chances of winning
1849,2013-2014,Sam group,Consulting,Delhi,Appeal filed,High Court,Preliminary Expenses,120,135,15,Possible,low chances of winning
1850,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,High Court,Preliminary Expenses,120,135,15,Possible,low chances of winning
1851,2014-2015,Sam group,Consulting,Delhi,Return Filed,self,No Ground,200,NA,0,NA,high chances of winning
1852,2014-2015,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,200,240,40,Remote,high chances of winning
1853,2014-2015,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,200,240,40,Remote,moderate chances of winning 
1854,2014-2015,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,200,240,40,Remote,high chances of winning
1855,2015-2016,Sam group,Consulting,Delhi,Return Filed,self,No Ground,240,NA,0,NA,low chances of winning
1856,2016-2017,Sam group,Consulting,Delhi,Return Filed,self,No Ground,200,NA,0,NA,low chances of winning
1857,2016-2017,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Addition to capital gains,200,225,25,Probable,high chances of winning
1858,2016-2017,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Addition to capital gains,200,225,25,Probable,low chances of winning
1859,2016-2017,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Addition to capital gains,200,225,25,Probable,low chances of winning
1860,2016-2017,Sam group,Consulting,Delhi,Appeal filed,ITAT,Addition to capital gains,200,225,25,Probable,high chances of winning
1861,2016-2017,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Addition to capital gains,200,225,25,Probable,moderate chances of winning 
1862,2017-2018,Sam group,Consulting,Delhi,Return Filed,self,No Ground,220,NA,0,NA,low chances of winning
1863,2017-2018,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,220,228,8,Possible,moderate chances of winning 
1864,2017-2018,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,220,228,8,Possible,high chances of winning
1865,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,220,228,8,Possible,moderate chances of winning 
1866,2017-2018,Sam group,Consulting,Delhi,Appeal filed,ITAT,Bond Issue Expenses,220,228,8,Possible,low chances of winning
1867,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Bond Issue Expenses,220,228,8,Possible,high chances of winning
1868,2017-2018,Sam group,Consulting,Delhi,Appeal filed,High Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
1869,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,High Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
1870,2017-2018,Sam group,Consulting,Delhi,Appeal filed,Supreme Court,Bond Issue Expenses,220,228,8,Possible,low chances of winning
1871,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,Supreme Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
1872,2013-2014,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,117,NA,0,NA,high chances of winning
1873,2014-2015,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,152,NA,0,NA,moderate chances of winning 
1874,2015-2016,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,231,NA,0,NA,low chances of winning
1875,2016-2017,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,200,NA,0,NA,high chances of winning
1876,2017-2018,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,205,NA,0,NA,low chances of winning
1877,2013-2014,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,80,NA,0,NA,high chances of winning
1878,2014-2015,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,140,NA,0,NA,moderate chances of winning 
1879,2015-2016,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,140,NA,0,NA,low chances of winning
1880,2016-2017,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,149,NA,0,NA,moderate chances of winning 
1881,2017-2018,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,201,NA,0,NA,low chances of winning
1882,2017-2018,Sam group,Strategy And Operations,Delhi,Assessment order Received,Assessing officer,Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
1883,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,CIT(A),Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
1884,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,CIT(A),Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
1885,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,ITAT,Interest on income tax refund,201,220,19,Possible,low chances of winning
1886,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,ITAT,Interest on income tax refund,201,220,19,Possible,high chances of winning
1887,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,High Court,Interest on income tax refund,201,220,19,Possible,low chances of winning
1888,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,High Court,Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
1889,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,Supreme Court,Interest on income tax refund,201,220,19,Possible,high chances of winning
1890,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,Supreme Court,Interest on income tax refund,201,220,19,Possible,high chances of winning
1891,2013-2014,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,100,NA,0,NA,moderate chances of winning 
1892,2014-2015,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,120,NA,0,NA,moderate chances of winning 
1893,2014-2015,Sam group,Tax Services,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,120,140,20,Probable,low chances of winning
1894,2014-2015,Sam group,Tax Services,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,120,140,20,Probable,high chances of winning
1895,2014-2015,Sam group,Tax Services,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,120,140,20,Probable,low chances of winning
1896,2015-2016,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,140,NA,0,NA,moderate chances of winning 
1897,2016-2017,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,80,NA,0,NA,high chances of winning
1898,2017-2018,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,130,NA,0,NA,high chances of winning
1899,2017-2018,Sam group,Tax Services,Delhi,Assessment order Received,Assessing officer,Addition to capital gains,130,147,17,Possible,high chances of winning
1900,2017-2018,Sam group,Tax Services,Delhi,Appeal filed,CIT(A),Addition to capital gains,130,147,17,Possible,moderate chances of winning 
1901,2017-2018,Sam group,Tax Services,Delhi,Appeal Order Received,CIT(A),Addition to capital gains,130,147,17,Possible,high chances of winning
1902,2017-2018,Sam group,Tax Services,Delhi,Appeal filed,ITAT,Addition to capital gains,130,147,17,Possible,high chances of winning
1903,2017-2018,Sam group,Tax Services,Delhi,Appeal Order Received,ITAT,Addition to capital gains,130,147,17,Possible,low chances of winning
1904,2017-2018,Sam group,Tax Services,Delhi,Appeal filed,High Court,Addition to capital gains,130,147,17,Possible,low chances of winning
1905,2017-2018,Sam group,Tax Services,Delhi,Appeal Order Received,High Court,Addition to capital gains,130,147,17,Possible,low chances of winning
1906,2013-2014,Sam group,Consulting,Delhi,Return Filed,self,No Ground,120,NA,0,NA,low chances of winning
1907,2013-2014,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Preliminary Expenses,120,135,15,Possible,high chances of winning
1908,2013-2014,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Preliminary Expenses,120,135,15,Possible,low chances of winning
1909,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Preliminary Expenses,120,135,15,Possible,moderate chances of winning 
1910,2013-2014,Sam group,Consulting,Delhi,Appeal filed,ITAT,Preliminary Expenses,120,135,15,Possible,high chances of winning
1911,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Preliminary Expenses,120,135,15,Possible,high chances of winning
1912,2013-2014,Sam group,Consulting,Delhi,Appeal filed,High Court,Preliminary Expenses,120,135,15,Possible,low chances of winning
1913,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,High Court,Preliminary Expenses,120,135,15,Possible,low chances of winning
1914,2014-2015,Sam group,Consulting,Delhi,Return Filed,self,No Ground,200,NA,0,NA,high chances of winning
1915,2014-2015,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,200,240,40,Remote,high chances of winning
1916,2014-2015,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,200,240,40,Remote,moderate chances of winning 
1917,2014-2015,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,200,240,40,Remote,high chances of winning
1918,2015-2016,Sam group,Consulting,Delhi,Return Filed,self,No Ground,240,NA,0,NA,low chances of winning
1919,2016-2017,Sam group,Consulting,Delhi,Return Filed,self,No Ground,200,NA,0,NA,low chances of winning
1920,2016-2017,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Addition to capital gains,200,225,25,Probable,high chances of winning
1921,2016-2017,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Addition to capital gains,200,225,25,Probable,low chances of winning
1922,2016-2017,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Addition to capital gains,200,225,25,Probable,low chances of winning
1923,2016-2017,Sam group,Consulting,Delhi,Appeal filed,ITAT,Addition to capital gains,200,225,25,Probable,high chances of winning
1924,2016-2017,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Addition to capital gains,200,225,25,Probable,moderate chances of winning 
1925,2017-2018,Sam group,Consulting,Delhi,Return Filed,self,No Ground,220,NA,0,NA,low chances of winning
1926,2017-2018,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,220,228,8,Possible,moderate chances of winning 
1927,2017-2018,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,220,228,8,Possible,high chances of winning
1928,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,220,228,8,Possible,moderate chances of winning 
1929,2017-2018,Sam group,Consulting,Delhi,Appeal filed,ITAT,Bond Issue Expenses,220,228,8,Possible,low chances of winning
1930,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Bond Issue Expenses,220,228,8,Possible,high chances of winning
1931,2017-2018,Sam group,Consulting,Delhi,Appeal filed,High Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
1932,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,High Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
1933,2017-2018,Sam group,Consulting,Delhi,Appeal filed,Supreme Court,Bond Issue Expenses,220,228,8,Possible,low chances of winning
1934,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,Supreme Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
1935,2013-2014,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,117,NA,0,NA,high chances of winning
1936,2014-2015,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,152,NA,0,NA,moderate chances of winning 
1937,2015-2016,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,231,NA,0,NA,low chances of winning
1938,2016-2017,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,200,NA,0,NA,high chances of winning
1939,2017-2018,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,205,NA,0,NA,low chances of winning
1940,2013-2014,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,80,NA,0,NA,high chances of winning
1941,2014-2015,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,140,NA,0,NA,moderate chances of winning 
1942,2015-2016,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,140,NA,0,NA,low chances of winning
1943,2016-2017,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,149,NA,0,NA,moderate chances of winning 
1944,2017-2018,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,201,NA,0,NA,low chances of winning
1945,2017-2018,Sam group,Strategy And Operations,Delhi,Assessment order Received,Assessing officer,Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
1946,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,CIT(A),Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
1947,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,CIT(A),Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
1948,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,ITAT,Interest on income tax refund,201,220,19,Possible,low chances of winning
1949,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,ITAT,Interest on income tax refund,201,220,19,Possible,high chances of winning
1950,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,High Court,Interest on income tax refund,201,220,19,Possible,low chances of winning
1951,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,High Court,Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
1952,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,Supreme Court,Interest on income tax refund,201,220,19,Possible,high chances of winning
1953,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,Supreme Court,Interest on income tax refund,201,220,19,Possible,high chances of winning
